in1 in2 target
1.0333333 2.703508752631579 2.793625620935673
1.2421052315789474 1.0333333 1.2835086978947379
4.164912273684211 3.329824547368421 13.868427126549708
4.373684205263158 5.0 21.868421026315794
4.791228068421053 4.582456136842105 21.9555924651462
2.4947368210526317 3.538596478947369 8.827866930877194
2.4947368210526317 1.4508771631578947 3.619556681754387
1.8684210263157897 3.329824547368421 6.2215141982456155
2.9122806842105264 5.0 14.561403421052631
4.164912273684211 2.9122806842105264 12.129393566081871
3.329824547368421 4.791228068421053 15.953948834269008
1.6596490947368423 2.703508752631579 4.48687585391813
3.9561403421052637 3.329824547368421 13.17325322397661
1.2421052315789474 4.791228068421053 5.9512094494736845
2.2859648894736844 3.1210526157894742 7.134616697894739
3.9561403421052637 2.703508752631579 10.69546004152047
3.1210526157894742 4.373684205263158 13.650498529473689
3.538596478947369 4.791228068421053 16.954222772748544
3.9561403421052637 4.582456136842105 18.12883958888889
4.373684205263158 4.164912273684211 18.2160110277193
2.2859648894736844 2.077192957894737 4.748390170409358
1.8684210263157897 1.2421052315789474 2.3207755315789482
5.0 4.582456136842105 22.912280684210526
3.329824547368421 4.373684205263158 14.56360102912281
1.0333333 3.329824547368421 3.440818587953217
3.747368410526316 4.791228068421053 17.95449671122807
4.791228068421053 5.0 23.956140342105265
2.2859648894736844 1.0333333 2.3621636429239774
3.747368410526316 2.2859648894736844 8.566352614385966
1.0333333 3.9561403421052637 4.088011554970761
3.1210526157894742 1.0333333 3.2250875989473697
2.703508752631579 3.329824547368421 9.002209808538012
4.582456136842105 4.164912273684211 19.085527807953216
4.373684205263158 3.1210526157894742 13.650498529473689
2.9122806842105264 3.538596478947369 10.305386174853803
4.582456136842105 3.329824547368421 15.258774931695907
5.0 3.329824547368421 16.649122736842106
1.4508771631578947 2.077192957894737 3.0137518260818723
3.538596478947369 3.329824547368421 11.782905418830412
1.0333333 4.164912273684211 4.303742543976608
1.0333333 3.1210526157894742 3.2250875989473697
2.4947368210526317 4.582456136842105 11.432022055438598
3.1210526157894742 5.0 15.60526307894737
4.164912273684211 3.1210526157894742 12.998910346315792
2.703508752631579 4.164912273684211 11.259876785847954
3.747368410526316 1.4508771631578947 5.43697124877193
1.6596490947368423 1.4508771631578947 2.4079469704093577
4.164912273684211 1.0333333 4.303742543976608
2.077192957894737 2.077192957894737 4.314730584327487
1.8684210263157897 4.791228068421053 8.952031264912282
2.4947368210526317 3.9561403421052637 9.869528980701757
2.2859648894736844 3.538596478947369 8.089107308888892
3.747368410526316 2.4947368210526317 9.348697955789474
4.582456136842105 2.2859648894736844 10.47533383637427
2.077192957894737 5.0 10.385964789473686
2.077192957894737 3.9561403421052637 8.21766685906433
3.1210526157894742 2.9122806842105264 9.089381247368424
1.6596490947368423 5.0 8.298245473684212
1.2421052315789474 5.0 6.210526157894737
1.4508771631578947 3.747368410526316 5.43697124877193
3.9561403421052637 1.4508771631578947 5.739873676608188
4.582456136842105 2.077192957894737 9.518645617309943
2.077192957894737 3.1210526157894742 6.483028514736844
4.791228068421053 4.373684205263158 20.95531852666667
1.0333333 1.0333333 1.06777770888889
2.077192957894737 3.329824547368421 6.916688100818715
1.2421052315789474 4.373684205263158 5.432576032631579
2.2859648894736844 2.4947368210526317 5.70288078140351
1.4508771631578947 3.538596478947369 5.134068820935673
2.2859648894736844 4.164912273684211 9.520843225380117
3.1210526157894742 2.2859648894736844 7.134616697894739
3.9561403421052637 4.373684205263158 17.30290852807018
2.4947368210526317 2.9122806842105264 7.265373856140352
1.8684210263157897 2.2859648894736844 4.271144864912282
2.9122806842105264 2.2859648894736844 6.657371392397662
3.329824547368421 1.6596490947368423 5.526340295672516
3.329824547368421 4.582456136842105 15.258774931695907
4.582456136842105 1.0333333 4.7352045219883045
4.791228068421053 2.4947368210526317 11.952853080350879
4.373684205263158 2.4947368210526317 10.911191030526318
4.164912273684211 3.9561403421052637 16.476977467251466
4.373684205263158 3.329824547368421 14.56360102912281
5.0 3.9561403421052637 19.78070171052632
1.4508771631578947 4.373684205263158 6.3456785322807026
1.2421052315789474 1.4508771631578947 1.802142114736843
1.6596490947368423 3.747368410526316 6.21931659017544
1.8684210263157897 3.538596478947369 6.611588064912283
4.582456136842105 1.2421052315789474 5.691892741052632
3.538596478947369 3.747368410526316 13.26042466280702
3.538596478947369 1.8684210263157897 6.611588064912283
1.4508771631578947 3.9561403421052637 5.739873676608188
2.4947368210526317 2.2859648894736844 5.70288078140351
4.164912273684211 1.2421052315789474 5.173259324210527
2.077192957894737 4.582456136842105 9.518645617309943
2.077192957894737 1.2421052315789474 2.580092240000001
2.2859648894736844 4.582456136842105 10.47533383637427
2.703508752631579 2.4947368210526317 6.744542831228071
1.8684210263157897 2.4947368210526317 4.661218731578948
1.4508771631578947 1.6596490947368423 2.4079469704093577
1.8684210263157897 3.747368410526316 7.001661931578949
2.703508752631579 1.6596490947368423 4.48687585391813
4.582456136842105 5.0 22.912280684210526
3.329824547368421 2.077192957894737 6.916688100818715
3.747368410526316 2.077192957894737 7.784007272982457
3.1210526157894742 4.164912273684211 12.998910346315792
1.4508771631578947 1.2421052315789474 1.802142114736843
2.2859648894736844 2.2859648894736844 5.225635475906434
4.373684205263158 2.077192957894737 9.084986031228071
1.6596490947368423 1.0333333 1.7149706759064338
3.9561403421052637 1.2421052315789474 4.913942615789475
1.2421052315789474 1.2421052315789474 1.5428254063157905
2.2859648894736844 3.9561403421052637 9.043597919883043
1.8684210263157897 3.9561403421052637 7.391735798245616
4.164912273684211 1.4508771631578947 6.042776104444445
2.4947368210526317 1.0333333 2.5778946319298255
3.329824547368421 1.4508771631578947 4.831166393099416
2.4947368210526317 3.329824547368421 8.307035905964913
4.373684205263158 1.2421052315789474 5.432576032631579
2.703508752631579 2.703508752631579 7.308959575555557
1.6596490947368423 3.329824547368421 5.526340295672516
2.9122806842105264 1.4508771631578947 4.225361537426902
2.077192957894737 4.164912273684211 8.6513264451462
2.703508752631579 3.538596478947369 9.566626552865499
4.164912273684211 3.538596478947369 14.737943906783627
3.329824547368421 1.2421052315789474 4.135992490526316
4.164912273684211 2.4947368210526317 10.390360005614037
1.0333333 2.077192957894737 2.1464326539181298
2.077192957894737 2.2859648894736844 4.748390170409358
1.6596490947368423 4.373684205263158 7.258781031929827
1.0333333 1.6596490947368423 1.7149706759064338
4.582456136842105 2.4947368210526317 11.432022055438598
1.8684210263157897 3.1210526157894742 5.83144033157895
5.0 3.1210526157894742 15.60526307894737
5.0 4.791228068421053 23.956140342105265
3.747368410526316 3.329824547368421 12.47807932140351
2.9122806842105264 2.9122806842105264 8.481378783625733
1.4508771631578947 2.9122806842105264 4.225361537426902
1.4508771631578947 1.4508771631578947 2.1050445425731
3.9561403421052637 4.791228068421053 18.954770649707605
1.8684210263157897 2.9122806842105264 5.4413664649122815
4.582456136842105 3.538596478947369 16.215463150760236
3.538596478947369 2.077192957894737 7.350347686900586
1.0333333 3.538596478947369 3.6565495769590655
4.791228068421053 4.791228068421053 22.955866403625734
1.2421052315789474 4.164912273684211 5.173259324210527
3.329824547368421 2.2859648894736844 7.611862003391814
2.9122806842105264 4.164912273684211 12.129393566081871
2.9122806842105264 1.6596490947368423 4.833364001169592
3.747368410526316 1.6596490947368423 6.21931659017544
4.791228068421053 2.077192957894737 9.952305203391814
1.0333333 3.747368410526316 3.8722805659649127
4.164912273684211 4.164912273684211 17.34649424748538
3.9561403421052637 3.747368410526316 14.825115345614037
3.1210526157894742 1.4508771631578947 4.528263965263159
2.9122806842105264 2.4947368210526317 7.265373856140352
3.747368410526316 4.582456136842105 17.17215136982456
4.373684205263158 4.373684205263158 19.129113527368425
5.0 2.2859648894736844 11.429824447368421
2.2859648894736844 5.0 11.429824447368421
2.077192957894737 3.747368410526316 7.784007272982457
3.329824547368421 3.329824547368421 11.08773151625731
1.0333333 2.4947368210526317 2.5778946319298255
1.8684210263157897 4.373684205263158 8.171883531578949
4.791228068421053 1.2421052315789474 5.9512094494736845
3.538596478947369 1.0333333 3.6565495769590655
1.8684210263157897 2.703508752631579 5.051292598245615
1.0333333 2.9122806842105264 3.009356609941521
1.6596490947368423 2.4947368210526317 4.140387706666668
5.0 4.164912273684211 20.82456136842105
2.9122806842105264 1.0333333 3.009356609941521
4.373684205263158 2.9122806842105264 12.737396029824563
1.2421052315789474 1.6596490947368423 2.061458823157896
3.329824547368421 2.9122806842105264 9.697383711111112
1.8684210263157897 1.4508771631578947 2.710849398245615
2.077192957894737 1.8684210263157897 3.8810709982456153
3.9561403421052637 2.4947368210526317 9.869528980701757
2.703508752631579 1.2421052315789474 3.3580423652631586
2.703508752631579 2.077192957894737 5.6157093425731
4.791228068421053 1.8684210263157897 8.952031264912282
3.747368410526316 3.747368410526316 14.042770004210526
1.8684210263157897 2.077192957894737 3.8810709982456153
1.4508771631578947 1.0333333 1.4992396869005857
2.4947368210526317 4.373684205263158 10.911191030526318
1.0333333 1.8684210263157897 1.9307016649122817
3.9561403421052637 2.2859648894736844 9.043597919883043
4.164912273684211 4.791228068421053 19.955044588187135
3.329824547368421 3.538596478947369 11.782905418830412
4.164912273684211 3.747368410526316 15.607460687017545
3.538596478947369 1.6596490947368423 5.8728284429239785
4.373684205263158 1.0333333 4.519473532982457
2.703508752631579 4.791228068421053 12.953127018830411
4.791228068421053 2.9122806842105264 13.953400957309944
2.2859648894736844 4.373684205263158 9.998088530877196
3.538596478947369 2.2859648894736844 8.089107308888892
4.582456136842105 1.4508771631578947 6.648580960116959
1.6596490947368423 1.6596490947368423 2.75443511766082
4.791228068421053 3.1210526157894742 14.953674895789478
5.0 3.747368410526316 18.73684205263158
4.582456136842105 3.1210526157894742 14.302086712631581
3.538596478947369 1.2421052315789474 4.39530919894737
5.0 1.8684210263157897 9.342105131578949
4.791228068421053 4.164912273684211 19.955044588187135
1.8684210263157897 5.0 9.342105131578949
3.1210526157894742 4.791228068421053 14.953674895789478
1.4508771631578947 2.4947368210526317 3.619556681754387
3.9561403421052637 1.0333333 4.088011554970761
1.2421052315789474 2.703508752631579 3.3580423652631586
2.077192957894737 4.791228068421053 9.952305203391814
3.9561403421052637 4.164912273684211 16.476977467251466
3.747368410526316 3.538596478947369 13.26042466280702
3.538596478947369 3.1210526157894742 11.044145796842109
1.2421052315789474 4.582456136842105 5.691892741052632
1.4508771631578947 3.1210526157894742 4.528263965263159
3.747368410526316 1.0333333 3.8722805659649127
4.791228068421053 2.2859648894736844 10.952579141871347
2.4947368210526317 4.164912273684211 10.390360005614037
1.4508771631578947 4.164912273684211 6.042776104444445
4.582456136842105 1.6596490947368423 7.605269179181287
3.538596478947369 1.4508771631578947 5.134068820935673
3.329824547368421 1.8684210263157897 6.2215141982456155
1.6596490947368423 1.2421052315789474 2.061458823157896
1.8684210263157897 1.8684210263157897 3.4909971315789488
3.747368410526316 1.2421052315789474 4.6546259073684215
5.0 3.538596478947369 17.692982394736845
4.582456136842105 3.9561403421052637 18.12883958888889
3.9561403421052637 3.9561403421052637 15.651046406432753
3.9561403421052637 3.1210526157894742 12.347322163157898
1.2421052315789474 3.9561403421052637 4.913942615789475
4.373684205263158 3.747368410526316 16.389806028421056
4.164912273684211 1.8684210263157897 7.781809664912282
1.2421052315789474 3.1210526157894742 3.876675782105264
2.9122806842105264 2.703508752631579 7.873376319883042
2.077192957894737 1.0333333 2.1464326539181298
4.791228068421053 3.329824547368421 15.953948834269008
2.4947368210526317 2.077192957894737 5.182049756491229
4.791228068421053 1.0333333 4.950935510994152
3.1210526157894742 2.077192957894737 6.483028514736844
1.6596490947368423 4.164912273684211 6.912292884678363
2.2859648894736844 2.703508752631579 6.180126086900586
2.703508752631579 4.582456136842105 12.388710274502925
2.9122806842105264 3.329824547368421 9.697383711111112
3.747368410526316 2.703508752631579 10.131043297192983
4.582456136842105 4.373684205263158 20.042216027017545
