lread	lwrite	scall	sread	swrite	fork	exec	rchar	wchar	pgout	ppgout	pgfree	pgscan	atch	pgin	ppgin	pflt	vflt	runqsz	freemem	freeswap	target
172.0	113.0	1427.0	171.0	134.0	0.6000000238418579	3.390000104904175	261636.0	103649.0	0.0	0.0	0.0	0.0	0.800000011920929	4.989999771118164	5.389999866485596	62.279998779296875	152.10000610351562	744.0	92.0	8.0	0.0
82.0	44.0	2342.0	156.0	323.0	0.6000000238418579	0.6000000238418579	97904.0	75368.0	0.0	0.0	0.0	0.0	0.0	8.0	12.600000381469727	114.80000305175781	85.5999984741211	3.200000047683716	487.0	1320070.0	94.0
37.0	49.0	4667.0	673.0	457.0	2.5999999046325684	0.800000011920929	262181.0	220110.0	0.20000000298023224	4.0	6.599999904632568	9.199999809265137	0.20000000298023224	3.4000000953674316	3.4000000953674316	130.8000030517578	212.8000030517578	1.399999976158142	287.0	1073834.0	81.0
13.0	12.0	2859.0	459.0	215.0	0.6000000238418579	2.0	652144.0	585464.0	0.6000000238418579	0.6000000238418579	0.6000000238418579	0.0	1.0	5.0	5.400000095367432	28.600000381469727	89.4000015258789	3.200000047683716	220.0	1043795.0	91.0
24.0	32.0	419.0	41.0	27.0	2.0	2.0	91694.0	34919.0	0.0	0.0	0.0	0.0	0.0	2.200000047683716	3.4000000953674316	181.1999969482422	160.39999389648438	1.2000000476837158	3733.0	1819309.0	83.0
67.0	90.0	1850.0	131.0	61.0	1.2000000476837158	2.200000047683716	40316.0	23559.0	0.0	0.0	0.0	0.0	0.0	3.200000047683716	5.199999809265137	78.5999984741211	116.80000305175781	1.2999999523162842	694.0	1020261.0	90.0
15.0	5.0	1795.0	343.0	209.0	1.0	1.0	91247.0	93705.0	4.199999809265137	24.200000762939453	74.80000305175781	145.1999969482422	1.600000023841858	11.199999809265137	18.399999618530273	69.5999984741211	119.80000305175781	2.0	112.0	1527192.0	88.0
4.0	0.0	1969.0	209.0	200.0	2.4000000953674316	0.800000011920929	131479.0	48942.0	0.0	0.0	0.0	0.0	0.20000000298023224	0.800000011920929	1.399999976158142	125.05000305175781	179.36000061035156	1.2999999523162842	1126.0	1053153.0	89.0
10.0	4.0	3734.0	212.0	168.0	1.2000000476837158	1.0	197813.0	112160.0	0.0	0.0	0.0	0.0	5.989999771118164	17.3700008392334	19.559999465942383	106.98999786376953	142.1199951171875	2.0	1446.0	1110237.0	87.0
11.0	6.0	4515.0	185.0	165.0	3.7899999618530273	4.989999771118164	85634.0	65019.0	0.0	0.0	0.0	0.0	0.0	0.4000000059604645	0.6000000238418579	276.25	316.1700134277344	4.400000095367432	890.0	1537031.0	76.0
5.0	4.0	1568.0	68.0	102.0	0.20000000298023224	0.20000000298023224	42053.0	30000.0	3.200000047683716	4.199999809265137	3.200000047683716	0.0	1.2000000476837158	7.599999904632568	12.399999618530273	15.199999809265137	102.19999694824219	1.5	313.0	1016542.0	92.0
8.0	3.0	3942.0	702.0	244.0	1.0	0.800000011920929	463837.0	166875.0	5.199999809265137	21.200000762939453	43.0	66.80000305175781	0.6000000238418579	20.200000762939453	29.399999618530273	75.19999694824219	237.0	6.599999904632568	159.0	1295243.0	83.0
2.0	0.0	457.0	48.0	37.0	2.0	2.0	65518.0	74456.0	0.0	0.0	0.0	0.0	0.0	3.0	5.0	187.39999389648438	160.1999969482422	1.0	6493.0	1851952.0	90.0
5.0	0.0	3300.0	395.0	219.0	2.0	0.800000011920929	133693.0	89066.0	0.0	0.0	0.0	0.0	0.0	1.7999999523162842	2.4000000953674316	112.4000015258789	177.39999389648438	4.800000190734863	2230.0	1555064.0	89.0
0.0	0.0	408.0	62.0	45.0	0.20000000298023224	0.20000000298023224	1635.0	17161.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.600000381469727	16.799999237060547	3.0	626.0	1711344.0	98.0
1.0	0.0	2596.0	211.0	195.0	0.20000000298023224	0.20000000298023224	299110.0	67609.0	8.199999809265137	14.399999618530273	12.600000381469727	0.0	0.800000011920929	1.2000000476837158	2.0	16.0	23.200000762939453	2.799999952316284	266.0	1715549.0	90.0
1.0	1.0	963.0	90.0	62.0	0.6000000238418579	0.6000000238418579	91754.0	14319.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.200000762939453	38.79999923706055	2.200000047683716	3125.0	1707618.0	96.0
6.0	5.0	1860.0	128.0	103.0	0.6000000238418579	0.800000011920929	118921.0	56765.0	19.399999618530273	23.200000762939453	23.200000762939453	0.0	15.600000381469727	2.4000000953674316	3.4000000953674316	55.599998474121094	90.4000015258789	2.200000047683716	238.0	982450.0	92.0
3.0	2.0	1710.0	131.0	122.0	0.6000000238418579	1.0	68306.0	103547.0	0.0	0.0	0.0	0.0	0.0	2.799999952316284	4.199999809265137	51.79999923706055	89.80000305175781	3.200000047683716	493.0	1063110.0	91.0
5.0	0.0	4901.0	508.0	330.0	2.0	0.6000000238418579	165967.0	155044.0	0.0	0.0	0.0	0.0	0.0	0.4000000059604645	0.4000000059604645	96.5999984741211	146.39999389648438	2.799999952316284	2560.0	1646453.0	87.0
13.0	8.0	4349.0	300.0	191.0	2.799999952316284	3.0	96009.0	70467.0	0.0	0.0	0.0	0.0	0.0	2.799999952316284	3.200000047683716	129.0	236.8000030517578	2.200000047683716	772.0	993909.0	83.0
622.0	543.0	5572.0	480.0	297.0	1.2000000476837158	3.799999952316284	166930.0	128473.0	0.0	0.0	0.0	0.0	0.0	12.199999809265137	14.600000381469727	73.80000305175781	197.60000610351562	3.0	527.0	1061819.0	73.0
28.0	23.0	6465.0	408.0	177.0	4.199999809265137	5.0	454491.0	41075.0	0.4000000059604645	0.6000000238418579	0.6000000238418579	0.0	0.20000000298023224	1.7999999523162842	4.400000095367432	285.6000061035156	460.3999938964844	2.799999952316284	437.0	999322.0	72.0
12.0	10.0	1783.0	102.0	78.0	1.399999976158142	0.800000011920929	118290.0	25482.0	0.0	0.0	0.0	0.0	0.0	4.0	5.199999809265137	122.19999694824219	136.1999969482422	3.200000047683716	512.0	989838.0	90.0
8.0	2.0	3309.0	503.0	365.0	4.170000076293945	2.7799999713897705	827279.0	223918.0	0.0	0.0	0.0	0.0	0.0	2.390000104904175	2.390000104904175	222.66000366210938	334.3900146484375	2.0	747.0	1112439.0	81.0
2.0	1.0	253.0	22.0	24.0	0.800000011920929	0.800000011920929	34552.0	22677.0	0.0	0.0	0.0	0.0	0.0	2.200000047683716	4.400000095367432	56.400001525878906	63.599998474121094	1.2000000476837158	7091.0	1846198.0	96.0
1.0	0.0	1276.0	29.0	31.0	0.6000000238418579	4.199999809265137	47728.0	9473.0	0.0	0.0	0.0	0.0	0.0	0.6000000238418579	0.800000011920929	28.0	46.599998474121094	2.200000047683716	4590.0	1829136.0	97.0
57.0	55.0	1123.0	107.0	79.0	0.20000000298023224	0.20000000298023224	20746.0	36718.0	0.0	0.0	0.0	0.0	0.0	1.399999976158142	8.199999809265137	23.399999618530273	34.0	1.399999976158142	941.0	972674.0	93.0
22.0	15.0	4679.0	409.0	258.0	2.4000000953674316	3.200000047683716	542748.0	293954.0	0.0	0.0	0.0	0.0	0.0	8.199999809265137	13.600000381469727	145.0	241.0	3.799999952316284	876.0	1343698.0	82.0
38.0	30.0	5991.0	289.0	193.0	5.800000190734863	6.0	401075.0	205417.0	4.400000095367432	9.0	15.800000190734863	21.0	6.199999809265137	6.199999809265137	9.399999618530273	344.3999938964844	664.5999755859375	2.299999952316284	213.0	1015771.0	71.0
26.0	2.0	5404.0	475.0	246.0	6.199999809265137	16.399999618530273	328399.0	196650.0	5.400000095367432	32.599998474121094	78.19999694824219	149.1999969482422	0.20000000298023224	27.799999237060547	45.79999923706055	222.0	438.20001220703125	3.799999952316284	122.0	1091184.0	67.0
5.0	3.0	3786.0	167.0	149.0	1.2000000476837158	1.2000000476837158	172744.0	161033.0	0.0	0.0	0.0	0.0	1.7999999523162842	4.599999904632568	4.599999904632568	105.19999694824219	171.0	1.0	700.0	986394.0	87.0
32.0	42.0	2331.0	242.0	212.0	4.0	1.600000023841858	158546.0	34270.0	2.4000000953674316	2.4000000953674316	2.4000000953674316	0.0	3.0	1.2000000476837158	1.600000023841858	218.0	339.0	1.0	205.0	1023574.0	83.0
1.0	0.0	1816.0	155.0	99.0	0.800000011920929	1.0	44286.0	56277.0	0.0	0.0	0.0	0.0	0.0	5.389999866485596	5.989999771118164	67.66000366210938	82.04000091552734	1.0	1259.0	1048148.0	90.0
2.0	0.0	4228.0	206.0	186.0	1.7999999523162842	0.6000000238418579	84452.0	45749.0	0.0	0.0	0.0	0.0	0.0	0.20000000298023224	0.20000000298023224	96.0	135.0	2.200000047683716	600.0	1740986.0	86.0
2.0	1.0	986.0	73.0	54.0	0.20000000298023224	0.20000000298023224	5562.0	23881.0	0.6000000238418579	0.6000000238418579	0.6000000238418579	0.0	0.4000000059604645	2.5999999046325684	2.5999999046325684	12.800000190734863	43.79999923706055	2.299999952316284	217.0	1013784.0	96.0
0.0	0.0	255.0	32.0	32.0	0.20000000298023224	0.20000000298023224	1430.0	7410.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.600000381469727	16.799999237060547	1.600000023841858	1196.0	1767021.0	91.0
40.0	11.0	3402.0	283.0	202.0	2.799999952316284	4.199999809265137	225184.0	28672.0	0.0	0.0	0.0	0.0	0.0	1.2000000476837158	3.4000000953674316	157.39999389648438	279.20001220703125	1.0	1025.0	1092723.0	86.0
55.0	0.0	4652.0	302.0	223.0	16.170000076293945	36.93000030517578	180995.0	29681.0	3.390000104904175	9.979999542236328	22.15999984741211	42.5099983215332	0.0	21.15999984741211	25.549999237060547	628.739990234375	1134.530029296875	1.0	187.0	1102798.0	52.0
14.0	4.0	1575.0	358.0	236.0	2.200000047683716	1.7999999523162842	468846.0	173574.0	2.4000000953674316	2.799999952316284	2.4000000953674316	0.0	0.800000011920929	5.400000095367432	8.399999618530273	143.0	268.0	1.0	362.0	1070280.0	88.0
1.0	0.0	928.0	115.0	89.0	0.4000000059604645	1.399999976158142	4969.0	17251.0	0.0	0.0	0.0	0.0	0.20000000298023224	9.380000114440918	9.579999923706055	26.350000381469727	54.09000015258789	5.0	889.0	1063856.0	95.0
7.0	1.0	2319.0	207.0	94.0	0.6000000238418579	1.2000000476837158	1132227.0	33317.0	31.399999618530273	99.5999984741211	270.20001220703125	584.4000244140625	1.2000000476837158	114.5999984741211	244.60000610351562	60.400001525878906	157.1999969482422	2.799999952316284	98.0	984424.0	76.0
2.0	1.0	2133.0	134.0	90.0	0.800000011920929	1.0	100812.0	83681.0	0.0	0.0	0.0	0.0	1.2000000476837158	12.380000114440918	21.760000228881836	51.900001525878906	126.75	1.7999999523162842	405.0	987278.0	89.0
1.0	0.0	1372.0	66.0	41.0	0.20000000298023224	0.20000000298023224	17950.0	17530.0	0.0	0.0	0.0	0.0	0.0	0.20000000298023224	0.4000000059604645	66.19999694824219	30.0	1.399999976158142	986.0	1066130.0	94.0
9.0	8.0	470.0	129.0	81.0	0.20000000298023224	0.20000000298023224	291365.0	51259.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.600000381469727	28.799999237060547	1.2000000476837158	1302.0	1760490.0	96.0
32.0	26.0	3205.0	350.0	245.0	1.0	1.399999976158142	109372.0	69986.0	4.199999809265137	10.399999618530273	21.799999237060547	29.799999237060547	1.600000023841858	5.800000190734863	6.400000095367432	80.5999984741211	209.39999389648438	2.5999999046325684	405.0	1315331.0	80.0
25.0	0.0	3346.0	198.0	131.0	6.210000038146973	18.040000915527344	211729.0	48291.0	2.4000000953674316	20.639999389648438	48.70000076293945	193.99000549316406	0.0	23.049999237060547	35.470001220703125	207.82000732421875	405.6099853515625	2.700000047683716	133.0	1099542.0	76.0
16.0	14.0	1363.0	121.0	82.0	0.800000011920929	0.6000000238418579	321356.0	183286.0	0.0	0.0	0.0	0.0	0.6000000238418579	0.4000000059604645	0.4000000059604645	71.19999694824219	58.0	3.200000047683716	753.0	1511563.0	87.0
0.0	0.0	431.0	39.0	72.0	0.800000011920929	0.6000000238418579	13226.0	49176.0	0.4000000059604645	3.009999990463257	7.210000038146973	15.029999732971191	0.0	0.6000000238418579	0.6000000238418579	37.470001220703125	44.88999938964844	1.0	172.0	1746309.0	97.0
0.0	0.0	183.0	38.0	21.0	0.20000000298023224	0.20000000298023224	255771.0	228527.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.800000190734863	16.799999237060547	2.799999952316284	3652.0	1819990.0	97.0
13.0	21.0	324.0	19.0	14.0	0.20000000298023224	0.20000000298023224	644.0	4682.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.970000267028809	17.559999465942383	1.7999999523162842	1230.0	1750204.0	91.0
2.0	0.0	1240.0	87.0	83.0	0.4000000059604645	0.6000000238418579	21455.0	50048.0	0.6000000238418579	0.800000011920929	0.800000011920929	0.0	0.0	3.990000009536743	6.389999866485596	75.44999694824219	104.98999786376953	679.0	93.0	7.0	0.0
13.0	3.0	1651.0	78.0	60.0	0.800000011920929	3.0	56684.0	21286.0	0.0	0.0	0.0	0.0	0.6000000238418579	1.399999976158142	1.399999976158142	64.4000015258789	157.8000030517578	1.0	590.0	1032789.0	91.0
33.0	43.0	1613.0	161.0	110.0	0.20000000298023224	0.20000000298023224	11850.0	28651.0	2.0	2.799999952316284	2.4000000953674316	0.0	1.399999976158142	4.0	4.800000190734863	18.200000762939453	120.4000015258789	1.0	253.0	1021384.0	92.0
9.0	1.0	3326.0	383.0	177.0	6.199999809265137	19.200000762939453	34844.0	28865.0	6.0	26.600000381469727	31.799999237060547	46.79999923706055	0.4000000059604645	9.0	10.800000190734863	214.60000610351562	442.0	1.5	188.0	1103072.0	76.0
41.0	32.0	5200.0	185.0	121.0	2.7899999618530273	7.190000057220459	59209.0	63458.0	6.190000057220459	7.78000020980835	7.78000020980835	0.0	3.5899999141693115	0.0	0.0	179.63999938964844	217.75999450683594	2.4000000953674316	209.0	1623562.0	80.0
2.0	1.0	174.0	11.0	24.0	0.20000000298023224	0.20000000298023224	10271.0	8797.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.600000381469727	16.799999237060547	1.0	6442.0	1871299.0	99.0
2.0	0.0	534.0	75.0	53.0	2.200000047683716	2.200000047683716	57506.0	28455.0	0.4000000059604645	0.4000000059604645	0.4000000059604645	0.0	0.0	0.800000011920929	0.800000011920929	170.60000610351562	157.60000610351562	1.2000000476837158	359.0	1813328.0	85.0
31.0	38.0	1145.0	143.0	124.0	3.190000057220459	1.0	81774.0	6003.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	160.0800018310547	226.35000610351562	1.600000023841858	7313.0	1860552.0	92.0
0.0	0.0	159.0	15.0	16.0	0.20000000298023224	0.20000000298023224	454.0	5323.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.569999694824219	16.770000457763672	1.0	7226.0	1859904.0	99.0
8.0	0.0	2956.0	409.0	371.0	3.5999999046325684	3.0	254532.0	197621.0	0.0	0.0	0.0	0.0	0.0	0.6000000238418579	1.0	176.60000610351562	240.0	2.799999952316284	5037.0	1672027.0	86.0
2.0	1.0	3735.0	279.0	143.0	0.4000000059604645	1.0	387812.0	214397.0	0.0	0.0	0.0	0.0	0.0	6.199999809265137	12.0	31.399999618530273	86.19999694824219	4.0	3768.0	1333251.0	90.0
11.0	4.0	3794.0	340.0	304.0	4.0	2.200000047683716	174498.0	141499.0	0.6000000238418579	1.0	0.800000011920929	0.0	2.4000000953674316	26.399999618530273	26.799999237060547	192.0	427.3999938964844	1.2000000476837158	466.0	1079363.0	80.0
56.0	62.0	1929.0	146.0	97.0	1.7999999523162842	3.5999999046325684	319479.0	97895.0	8.600000381469727	16.799999237060547	19.0	6.0	0.4000000059604645	17.600000381469727	21.200000762939453	130.8000030517578	229.8000030517578	1.7999999523162842	553.0	1085286.0	82.0
2.0	2.0	1424.0	133.0	101.0	0.20000000298023224	0.20000000298023224	210413.0	16994.0	0.0	0.0	0.0	0.0	0.0	2.0	3.200000047683716	16.200000762939453	28.799999237060547	2.0	342.0	979099.0	95.0
23.0	32.0	3355.0	234.0	111.0	1.2000000476837158	3.0	155241.0	126756.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	122.80000305175781	119.80000305175781	5.400000095367432	4018.0	1606019.0	88.0
0.0	0.0	393.0	162.0	57.0	0.20000000298023224	0.20000000298023224	210929.0	207090.0	0.0	0.0	0.0	0.0	0.0	0.6000000238418579	0.6000000238418579	15.600000381469727	16.799999237060547	2.4000000953674316	1323.0	1745669.0	97.0
17.0	9.0	1048.0	124.0	69.0	1.0	1.399999976158142	683931.0	188394.0	21.360000610351562	78.23999786376953	113.56999969482422	227.14999389648438	2.200000047683716	25.149999618530273	49.099998474121094	122.16000366210938	249.89999389648438	1.0	309.0	1051283.0	76.0
1.0	0.0	958.0	117.0	45.0	0.6000000238418579	0.6000000238418579	215753.0	27639.0	0.0	0.0	0.0	0.0	0.0	2.799999952316284	5.599999904632568	39.79999923706055	43.400001525878906	2.0	6280.0	1845344.0	96.0
3.0	3.0	1941.0	427.0	173.0	0.800000011920929	0.800000011920929	658879.0	844732.0	0.0	0.0	0.0	0.0	0.20000000298023224	0.6000000238418579	1.2000000476837158	49.20000076293945	69.0	1.7999999523162842	635.0	1045738.0	88.0
7.0	0.0	3758.0	508.0	978.0	5.800000190734863	1.600000023841858	233257.0	87134.0	0.0	0.0	0.0	0.0	0.0	7.400000095367432	14.199999809265137	273.20001220703125	418.6000061035156	4.199999809265137	981.0	1705043.0	79.0
1.0	1.0	857.0	90.0	44.0	0.20000000298023224	0.20000000298023224	46735.0	82746.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.539999961853027	16.729999542236328	1.0	6709.0	1818845.0	96.0
40.0	54.0	844.0	28.0	33.0	0.20000000298023224	0.20000000298023224	817.0	11451.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.600000381469727	16.799999237060547	2.0	4707.0	1727696.0	96.0
0.0	0.0	222.0	30.0	22.0	0.20000000298023224	0.20000000298023224	84896.0	5119.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.360000610351562	17.170000076293945	1.600000023841858	7302.0	1860350.0	97.0
4.0	0.0	2921.0	248.0	205.0	3.799999952316284	1.399999976158142	140416.0	21712.0	3.0	5.0	5.0	0.0	0.4000000059604645	1.0	1.399999976158142	208.8000030517578	328.6000061035156	3.0	177.0	1437750.0	86.0
6.0	4.0	2573.0	189.0	118.0	0.6000000238418579	0.6000000238418579	107287.0	30575.0	0.0	0.0	0.0	0.0	0.0	11.399999618530273	13.0	31.399999618530273	173.39999389648438	1.399999976158142	1107.0	975696.0	90.0
16.0	14.0	2131.0	116.0	84.0	0.800000011920929	1.2000000476837158	26886.0	41641.0	0.0	0.0	0.0	0.0	0.20000000298023224	18.0	18.200000762939453	140.60000610351562	132.60000610351562	3.0	793.0	990656.0	90.0
30.0	13.0	3962.0	617.0	514.0	4.199999809265137	1.2000000476837158	326797.0	265654.0	2.200000047683716	11.399999618530273	17.399999618530273	42.0	0.6000000238418579	10.0	17.799999237060547	221.1999969482422	394.3999938964844	1.2000000476837158	191.0	1082230.0	79.0
9.0	2.0	3750.0	280.0	226.0	1.2000000476837158	4.0	194798.0	362338.0	4.400000095367432	8.399999618530273	11.800000190734863	21.399999618530273	3.799999952316284	7.0	26.200000762939453	83.5999984741211	188.60000610351562	2.799999952316284	402.0	984866.0	79.0
37.0	4.0	3499.0	388.0	117.0	4.190000057220459	5.989999771118164	288035.0	14367.0	0.0	0.0	0.0	0.0	0.0	19.760000228881836	34.93000030517578	289.6199951171875	526.9500122070312	4.199999809265137	766.0	1305325.0	80.0
60.0	71.0	2647.0	289.0	300.0	1.0	3.200000047683716	32797.0	37359.0	0.0	0.0	0.0	0.0	0.0	17.200000762939453	17.399999618530273	58.0	100.5999984741211	1.0	505.0	1101470.0	88.0
6.0	3.0	1005.0	63.0	60.0	0.20000000298023224	0.20000000298023224	134728.0	76858.0	0.0	0.0	0.0	0.0	0.0	5.599999904632568	5.599999904632568	33.400001525878906	52.20000076293945	2.200000047683716	1789.0	1525715.0	93.0
10.0	10.0	3224.0	222.0	100.0	0.6000000238418579	0.6000000238418579	95098.0	46440.0	3.990000009536743	5.590000152587891	4.989999771118164	0.0	1.399999976158142	1.2000000476837158	3.7899999618530273	27.540000915527344	53.88999938964844	1.5	211.0	996805.0	89.0
15.0	1.0	643.0	60.0	19.0	1.2000000476837158	1.399999976158142	361682.0	5234.0	0.0	0.0	0.0	0.0	0.0	16.200000762939453	31.0	96.5999984741211	147.39999389648438	2.200000047683716	7005.0	1876323.0	93.0
8.0	3.0	4100.0	391.0	383.0	1.2000000476837158	1.600000023841858	259796.0	75883.0	0.0	0.0	0.0	0.0	0.0	28.399999618530273	55.400001525878906	100.0	96.5999984741211	2.799999952316284	2054.0	1551126.0	84.0
68.0	77.0	2774.0	217.0	152.0	3.609999895095825	6.210000038146973	180351.0	57275.0	1.7999999523162842	3.809999942779541	3.809999942779541	0.0	1.2000000476837158	4.610000133514404	8.220000267028809	236.07000732421875	415.8299865722656	2.700000047683716	324.0	1055946.0	82.0
3.0	0.0	583.0	53.0	68.0	2.5999999046325684	3.200000047683716	62950.0	258017.0	34.0	62.599998474121094	60.599998474121094	0.0	0.4000000059604645	2.4000000953674316	2.799999952316284	207.60000610351562	204.8000030517578	1.7999999523162842	270.0	1807019.0	81.0
132.0	105.0	2007.0	177.0	139.0	0.4000000059604645	0.4000000059604645	95309.0	82017.0	0.0	0.0	0.0	0.0	0.0	1.2000000476837158	1.2000000476837158	35.20000076293945	56.599998474121094	1.0	794.0	1008800.0	91.0
10.0	6.0	3249.0	555.0	526.0	2.390000104904175	4.380000114440918	469560.0	380797.0	0.0	0.0	0.0	0.0	0.0	0.800000011920929	0.800000011920929	121.30999755859375	181.0800018310547	1.399999976158142	870.0	1126010.0	81.0
2.0	0.0	3099.0	180.0	116.0	0.20000000298023224	0.20000000298023224	526898.0	35032.0	7.599999904632568	8.199999809265137	10.600000381469727	8.199999809265137	0.20000000298023224	5.0	5.0	16.0	109.4000015258789	2.200000047683716	198.0	1080638.0	91.0
4.0	3.0	1887.0	144.0	93.0	0.20000000298023224	0.20000000298023224	48118.0	58743.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.600000381469727	17.799999237060547	2.4000000953674316	2097.0	1720363.0	95.0
0.0	0.0	2772.0	148.0	221.0	0.20000000298023224	0.20000000298023224	95025.0	96367.0	8.0	15.600000381469727	13.399999618530273	0.0	0.800000011920929	1.2000000476837158	1.2000000476837158	15.600000381469727	19.200000762939453	2.0	226.0	1708712.0	90.0
64.0	82.0	2442.0	456.0	192.0	1.2000000476837158	0.800000011920929	584516.0	567421.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	98.5999984741211	148.60000610351562	2.0	555.0	1041030.0	88.0
0.0	0.0	1162.0	230.0	83.0	0.4000000059604645	1.7999999523162842	227587.0	216272.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.400001525878906	40.400001525878906	4.800000190734863	2576.0	1602462.0	95.0
4.0	0.0	4562.0	201.0	149.0	0.20000000298023224	0.20000000298023224	61399.0	41637.0	0.0	0.0	0.0	0.0	0.0	5.0	48.599998474121094	16.0	27.200000762939453	2.799999952316284	1076.0	1770294.0	82.0
81.0	45.0	1479.0	180.0	199.0	0.800000011920929	2.0	110797.0	88252.0	3.009999990463257	12.829999923706055	12.829999923706055	0.0	1.399999976158142	10.619999885559082	11.020000457763672	61.52000045776367	123.6500015258789	335.0	90.0	10.0	0.0
1.0	0.0	2361.0	286.0	183.0	0.20000000298023224	0.20000000298023224	154222.0	94948.0	8.779999732971191	18.959999084472656	52.5	87.02999877929688	0.800000011920929	2.990000009536743	4.989999771118164	17.559999465942383	132.92999267578125	1.5	132.0	993843.0	87.0
4.0	2.0	2421.0	581.0	170.0	2.200000047683716	3.7899999618530273	1029143.0	278592.0	4.989999771118164	22.360000610351562	48.70000076293945	120.95999908447266	0.4000000059604645	2.0	2.4000000953674316	324.75	215.77000427246094	1.2999999523162842	163.0	1111235.0	80.0
