in1 in2 in3 in4 target
3.2861904728571427 2.944761897142857 2.8295238142857144 2.830952392857143 8.369638387857336
2.9447618914285716 3.4 2.8295238142857144 2.60333335 14.523015843895653
3.1723809457142855 3.1723809485714285 2.9436190514285716 2.7171428714285715 12.19998016792424
2.717142837142857 3.058571422857143 2.7154285771428572 2.60333335 11.568680752005644
3.4 2.7171428457142857 3.1718095257142855 3.172380957142857 -0.9020188882857774
3.2861904728571427 3.1723809485714285 2.60133334 3.172380957142857 -0.834816871206399
2.9447618914285716 2.60333332 2.60133334 3.4 -5.096085803035471
3.4 2.944761897142857 3.4 2.60333335 17.451082657711563
2.60333331 3.1723809485714285 3.0577142885714284 3.4 -6.453165070815866
2.717142837142857 3.286190474285714 3.4 2.7171428714285715 12.502330423689939
2.9447618914285716 2.60333332 2.8295238142857144 2.830952392857143 6.63046120702633
2.60333331 2.944761897142857 2.7154285771428572 3.2861904785714287 -2.999615843581134
2.60333331 2.944761897142857 3.4 3.4 -6.660696432463787
3.4 3.058571422857143 2.60133334 3.0585714357142857 2.2432807958762737
3.2861904728571427 2.944761897142857 2.9436190514285716 2.60333335 14.602892185571184
3.2861904728571427 3.1723809485714285 2.7154285771428572 2.7171428714285715 11.65797993095597
2.60333331 2.944761897142857 3.4 2.60333335 13.362054346583484
3.2861904728571427 2.944761897142857 3.4 2.830952392857143 10.057088183899443
2.9447618914285716 2.944761897142857 2.9436190514285716 3.172380957142857 -0.7857766499538494
3.0585714185714283 3.4 3.1718095257142855 2.60333335 16.909041826244806
2.8309523642857144 2.60333332 2.60133334 2.9447619142857144 3.749241149567536
3.0585714185714283 3.1723809485714285 2.9436190514285716 2.60333335 14.641983747808602
2.9447618914285716 3.058571422857143 3.4 2.830952392857143 9.360480687534434
2.717142837142857 3.4 2.7154285771428572 3.172380957142857 -0.7722304377957642
2.9447618914285716 2.8309523714285714 3.2859047628571427 2.7171428714285715 11.280921384408959
2.60333331 2.7171428457142857 3.4 2.7171428714285715 9.904396474269264
3.1723809457142855 2.944761897142857 2.60133334 3.172380957142857 -0.7480810779264393
2.8309523642857144 2.944761897142857 2.8295238142857144 3.2861904785714287 -3.398939187965203
3.1723809457142855 2.7171428457142857 2.7154285771428572 3.2861904785714287 -3.3727448046190798
3.1723809457142855 2.8309523714285714 3.1718095257142855 2.830952392857143 8.707137813934288
2.8309523642857144 2.8309523714285714 3.1718095257142855 2.830952392857143 7.770029136576095
2.8309523642857144 3.058571422857143 3.1718095257142855 3.2861904785714287 -3.9573601985244338
3.0585714185714283 3.058571422857143 2.8295238142857144 3.4 -6.764121020037896
3.1723809457142855 2.944761897142857 2.60133334 3.0585714357142857 2.0152160468905636
3.1723809457142855 2.8309523714285714 2.7154285771428572 2.9447619142857144 4.769153588351898
2.9447618914285716 3.1723809485714285 3.1718095257142855 2.7171428714285715 12.202518372021395
2.717142837142857 3.4 3.2859047628571427 3.172380957142857 -0.9344659973514239
3.4 3.058571422857143 3.1718095257142855 3.4 -8.42879334307303
3.1723809457142855 3.1723809485714285 2.60133334 2.9447619142857144 5.119784747088777
3.0585714185714283 3.058571422857143 3.1718095257142855 2.9447619142857144 5.802690146769875
3.1723809457142855 2.7171428457142857 3.4 3.2861904785714287 -4.2230285238327525
3.2861904728571427 3.286190474285714 2.60133334 3.2861904785714287 -4.047890595394546
3.2861904728571427 3.058571422857143 2.9436190514285716 3.0585714357142857 2.453482991449726
2.717142837142857 3.286190474285714 3.4 2.60333335 15.563184832934908
2.9447618914285716 3.286190474285714 3.2859047628571427 2.7171428714285715 13.09497707158656
3.0585714185714283 3.4 2.8295238142857144 2.60333335 15.084303182845883
2.717142837142857 3.058571422857143 2.9436190514285716 2.830952392857143 7.477615411676001
2.8309523642857144 3.058571422857143 3.2859047628571427 3.0585714357142857 2.3593710589828305
3.1723809457142855 3.1723809485714285 3.4 2.9447619142857144 6.691671487246551
2.717142837142857 2.944761897142857 2.9436190514285716 3.172380957142857 -0.7250390607915814
2.9447618914285716 2.8309523714285714 2.60133334 3.2861904785714287 -3.124827503058133
2.8309523642857144 2.944761897142857 2.8295238142857144 3.4 -6.027772648847898
2.60333331 3.058571422857143 2.9436190514285716 2.60333335 12.015569594731463
3.2861904728571427 2.7171428457142857 3.4 2.7171428714285715 12.502330457694459
3.0585714185714283 3.1723809485714285 2.7154285771428572 2.830952392857143 8.053650280899042
3.2861904728571427 2.8309523714285714 3.2859047628571427 3.4 -7.811618589509341
3.1723809457142855 3.286190474285714 3.0577142885714284 3.0585714357142857 2.643413208160882
2.717142837142857 3.1723809485714285 3.1718095257142855 2.7171428714285715 11.2593094491444
3.2861904728571427 3.1723809485714285 2.9436190514285716 3.4 -7.841884361003563
3.4 3.058571422857143 2.7154285771428572 2.7171428714285715 11.629011005603319
3.0585714185714283 2.8309523714285714 3.0577142885714284 2.60333335 13.572581174510818
2.9447618914285716 3.4 3.2859047628571427 3.0585714357142857 2.7281871623707024
2.717142837142857 2.60333332 3.2859047628571427 3.4 -5.939610708718791
2.60333331 3.4 2.7154285771428572 3.4 -6.141972107807474
3.4 3.1723809485714285 2.7154285771428572 3.0585714357142857 2.4288054134624195
3.0585714185714283 2.60333332 2.7154285771428572 3.2861904785714287 -3.1155453790727012
2.9447618914285716 3.1723809485714285 3.0577142885714284 2.7171428714285715 11.76357359425063
2.8309523642857144 2.60333332 3.0577142885714284 3.172380957142857 -0.693707494088776
2.8309523642857144 3.058571422857143 2.8295238142857144 3.4 -6.2607347592801625
2.8309523642857144 3.058571422857143 3.2859047628571427 2.60333335 14.585472960062374
2.717142837142857 3.286190474285714 2.9436190514285716 3.2861904785714287 -3.7873383124554683
2.9447618914285716 2.944761897142857 3.1718095257142855 3.172380957142857 -0.8466903562802808
3.1723809457142855 2.944761897142857 2.60133334 2.830952392857143 7.428171955902702
2.8309523642857144 2.60333332 3.1718095257142855 3.4 -5.973518334824087
3.4 3.1723809485714285 3.4 2.60333335 18.799985903438802
2.717142837142857 3.058571422857143 3.1718095257142855 3.2861904785714287 -3.7982669906662125
2.717142837142857 3.1723809485714285 2.9436190514285716 2.830952392857143 7.755857684233986
2.717142837142857 3.4 3.2859047628571427 2.830952392857143 9.278906150802358
2.60333331 3.058571422857143 2.7154285771428572 3.4 -5.525194226154585
3.0585714185714283 2.60333332 2.60133334 2.60333335 10.61839229738727
3.1723809457142855 3.286190474285714 2.8295238142857144 2.830952392857143 9.016580043860808
2.717142837142857 3.1723809485714285 2.8295238142857144 3.4 -6.232638231116264
3.2861904728571427 3.058571422857143 3.2859047628571427 3.0585714357142857 2.7387754007370986
3.1723809457142855 3.1723809485714285 3.0577142885714284 2.9447619142857144 6.0180057414646475
3.1723809457142855 2.8309523714285714 3.1718095257142855 3.172380957142857 -0.8768839870926841
3.0585714185714283 2.7171428457142857 2.9436190514285716 2.9447619142857144 4.784072262063333
3.4 2.944761897142857 2.9436190514285716 2.9447619142857144 5.763625264576301
2.8309523642857144 3.1723809485714285 3.2859047628571427 3.4 -7.54108142331542
2.717142837142857 2.60333332 3.4 3.172380957142857 -0.7403520926141213
3.1723809457142855 2.60333332 2.8295238142857144 2.60333335 11.979613857784708
2.717142837142857 3.058571422857143 3.2859047628571427 2.9447619142857144 5.34036691893767
2.717142837142857 2.8309523714285714 2.60133334 2.830952392857143 6.116337800215038
2.717142837142857 3.058571422857143 3.4 3.2861904785714287 -4.071526888222233
3.1723809457142855 3.4 2.9436190514285716 3.2861904785714287 -4.575021602963423
3.4 3.286190474285714 2.60133334 2.830952392857143 8.88419496084018
3.1723809457142855 3.058571422857143 2.8295238142857144 3.4 -7.015814150416762
3.2861904728571427 2.60333332 2.8295238142857144 3.172380957142857 -0.7451659598244077
2.8309523642857144 2.944761897142857 2.60133334 3.0585714357142857 1.798327732423961
2.8309523642857144 2.944761897142857 2.7154285771428572 2.830952392857143 6.919449670428742
3.2861904728571427 3.1723809485714285 3.4 3.0585714357142857 2.9393213569778793
2.60333331 3.1723809485714285 2.60133334 2.60333335 11.013502936291905
2.717142837142857 2.944761897142857 3.2859047628571427 2.60333335 13.478202677981349
3.0585714185714283 2.60333332 3.1718095257142855 3.2861904785714287 -3.63917379168763
2.9447618914285716 3.1723809485714285 3.2859047628571427 2.7171428714285715 12.64146314979216
3.1723809457142855 3.286190474285714 2.60133334 3.172380957142857 -0.8348168708174487
2.60333331 2.7171428457142857 3.2859047628571427 3.0585714357142857 1.9274685733440247
3.4 3.286190474285714 2.60133334 2.7171428714285715 11.969458695457991
3.1723809457142855 2.8309523714285714 3.0577142885714284 3.4 -7.017389157899625
3.4 2.944761897142857 2.7154285771428572 2.830952392857143 8.310323118203957
2.717142837142857 2.60333332 2.8295238142857144 3.0585714357142857 1.6597615046417065
3.0585714185714283 2.60333332 2.9436190514285716 3.0585714357142857 1.943659098734819
3.1723809457142855 2.944761897142857 2.7154285771428572 2.60333335 13.004338285641092
3.4 2.7171428457142857 2.8295238142857144 3.4 -6.679831456618222
2.717142837142857 3.1723809485714285 3.1718095257142855 3.0585714357142857 2.267226919316828
3.0585714185714283 3.058571422857143 3.4 3.4 -8.127873443586644
3.2861904728571427 2.60333332 3.4 2.9447619142857144 5.6883519002776675
3.0585714185714283 3.058571422857143 3.0577142885714284 2.7171428714285715 11.779883864302587
2.60333331 3.1723809485714285 3.4 2.60333335 14.394891038221376
2.717142837142857 3.4 3.2859047628571427 2.7171428714285715 12.501243432928515
3.2861904728571427 2.7171428457142857 3.1718095257142855 2.830952392857143 8.656906480624777
2.9447618914285716 2.7171428457142857 2.7154285771428572 2.60333335 11.138209840544741
2.9447618914285716 2.7171428457142857 2.60133334 2.830952392857143 6.362225909475806
2.717142837142857 3.4 3.1718095257142855 2.830952392857143 8.95671817698489
3.1723809457142855 2.8309523714285714 3.4 2.9447619142857144 5.971478070492216
2.717142837142857 2.60333332 2.9436190514285716 2.60333335 10.674270589184642
2.60333331 2.7171428457142857 3.2859047628571427 3.4 -5.939610704640328
2.717142837142857 3.4 2.9436190514285716 3.172380957142857 -0.837124661618028
2.9447618914285716 3.058571422857143 2.7154285771428572 3.172380957142857 -0.7528775372358654
2.9447618914285716 3.1723809485714285 3.2859047628571427 3.0585714357142857 2.545543817071166
2.9447618914285716 2.60333332 2.9436190514285716 3.2861904785714287 -3.251687941726658
2.717142837142857 2.944761897142857 2.9436190514285716 3.2861904785714287 -3.3938414834375554
3.4 3.058571422857143 2.7154285771428572 2.9447619142857144 5.522312218108639
3.2861904728571427 2.944761897142857 2.9436190514285716 3.4 -7.2792273823491
2.717142837142857 3.058571422857143 2.60133334 2.7171428714285715 8.902950460438081
2.717142837142857 2.7171428457142857 2.7154285771428572 3.4 -5.122996836766058
2.8309523642857144 3.4 3.0577142885714284 2.9447619142857144 5.75563719692366
2.60333331 3.058571422857143 2.7154285771428572 2.9447619142857144 4.228358631065355
2.60333331 3.058571422857143 2.7154285771428572 3.2861904785714287 -3.115545371470724
2.60333331 3.4 3.4 2.60333335 15.427727729859269
3.2861904728571427 2.8309523714285714 2.8295238142857144 2.60333335 13.494382150980314
3.1723809457142855 3.286190474285714 2.9436190514285716 2.60333335 15.731640981538236
3.1723809457142855 3.058571422857143 3.2859047628571427 3.0585714357142857 2.643924315298532
3.1723809457142855 2.7171428457142857 3.1718095257142855 3.0585714357142857 2.2672269244270296
3.0585714185714283 2.8309523714285714 2.8295238142857144 2.9447619142857144 4.791258153532378
2.9447618914285716 2.60333332 2.8295238142857144 2.60333335 11.120073839206317
2.717142837142857 3.058571422857143 2.60133334 3.4 -5.5244349779946536
3.4 3.058571422857143 2.60133334 2.830952392857143 8.268828308932248
3.0585714185714283 3.4 3.1718095257142855 3.0585714357142857 2.7352355339597825
2.717142837142857 3.4 3.2859047628571427 3.4 -7.757238097211421
3.0585714185714283 2.60333332 2.9436190514285716 3.172380957142857 -0.7215179712103768
2.60333331 3.4 3.4 3.0585714357142857 2.4956156314824898
3.2861904728571427 3.4 3.2859047628571427 2.7171428714285715 15.11936233405962
2.9447618914285716 2.7171428457142857 3.1718095257142855 3.4 -6.485306670957004
2.60333331 3.1723809485714285 3.2859047628571427 2.60333335 13.911835595088595
2.60333331 3.4 2.60133334 3.2861904785714287 -3.3178136817496044
3.1723809457142855 3.058571422857143 3.4 3.2861904785714287 -4.753682487204664
3.2861904728571427 3.1723809485714285 3.1718095257142855 2.9447619142857144 6.466513575386937
3.1723809457142855 2.944761897142857 3.0577142885714284 2.830952392857143 8.731379088667376
3.1723809457142855 2.8309523714285714 2.7154285771428572 2.830952392857143 7.45429719325717
3.4 2.8309523714285714 2.8295238142857144 2.60333335 13.961728540172663
3.0585714185714283 3.4 3.4 2.830952392857143 10.807540801739727
2.9447618914285716 3.058571422857143 2.9436190514285716 3.2861904785714287 -3.820302125051862
3.4 2.60333332 2.7154285771428572 2.7171428714285715 9.898147744169206
2.8309523642857144 2.944761897142857 3.2859047628571427 2.9447619142857144 5.357013586652482
2.60333331 2.7171428457142857 2.8295238142857144 3.2861904785714287 -2.884050720080696
2.60333331 3.286190474285714 3.4 3.2861904785714287 -4.191299726478101
2.717142837142857 2.60333332 2.60133334 2.60333335 9.43306028351449
3.0585714185714283 2.7171428457142857 2.9436190514285716 3.4 -6.251344965315473
2.717142837142857 2.60333332 2.8295238142857144 3.4 -5.114655220041427
2.8309523642857144 2.60333332 2.60133334 2.830952392857143 5.860150498471092
3.2861904728571427 3.286190474285714 2.60133334 2.7171428714285715 11.568800332432685
3.2861904728571427 3.4 2.7154285771428572 3.2861904785714287 -4.371770223960318
3.4 2.60333332 2.7154285771428572 2.60333335 12.321439093811577
2.9447618914285716 2.944761897142857 2.7154285771428572 2.9447619142857144 4.604937951102354
2.60333331 3.058571422857143 2.8295238142857144 2.7171428714285715 9.278304237446012
2.717142837142857 3.286190474285714 2.9436190514285716 3.172380957142857 -0.8091032614114164
3.2861904728571427 2.60333332 2.8295238142857144 3.0585714357142857 2.0073631644275043
2.717142837142857 2.8309523714285714 2.8295238142857144 3.0585714357142857 1.8048805857758135
2.717142837142857 2.944761897142857 2.7154285771428572 3.2861904785714287 -3.1307495940912413
2.9447618914285716 3.286190474285714 2.8295238142857144 2.9447619142857144 5.354775890429942
2.60333331 3.286190474285714 3.4 2.60333335 14.91130938404032
3.0585714185714283 3.058571422857143 2.60133334 2.830952392857143 7.438471156110145
2.60333331 3.1723809485714285 2.9436190514285716 2.60333335 12.462669265690252
3.2861904728571427 3.1723809485714285 3.0577142885714284 3.172380957142857 -0.9812781146411248
3.0585714185714283 2.8309523714285714 2.60133334 3.2861904785714287 -3.2455962285571966
2.9447618914285716 3.4 2.9436190514285716 3.4 -7.531326396440713
3.4 2.944761897142857 2.60133334 3.2861904785714287 -3.752946760334539
3.0585714185714283 2.944761897142857 3.1718095257142855 2.60333335 14.645030025623699
2.717142837142857 2.60333332 3.0577142885714284 2.7171428714285715 8.907298423483773
3.4 2.8309523714285714 2.60133334 2.830952392857143 7.653461657024318
2.9447618914285716 2.7171428457142857 2.60133334 3.2861904785714287 -2.9992036530593644
3.1723809457142855 3.286190474285714 3.1718095257142855 2.830952392857143 10.107310045631316
2.9447618914285716 2.60333332 3.2859047628571427 2.7171428714285715 10.373893540820161
2.9447618914285716 3.1723809485714285 2.8295238142857144 3.2861904785714287 -3.8088701316069224
3.2861904728571427 3.4 2.8295238142857144 3.4 -8.078779710700006
2.717142837142857 2.60333332 2.9436190514285716 3.172380957142857 -0.6409748601717464
3.2861904728571427 3.4 2.9436190514285716 3.4 -8.404541339658026
3.0585714185714283 3.058571422857143 3.4 2.830952392857143 9.722245719871676
2.717142837142857 2.8309523714285714 2.9436190514285716 2.7171428714285715 9.324670428587181
2.9447618914285716 2.8309523714285714 3.0577142885714284 2.60333335 13.067545053333502
2.717142837142857 3.4 2.60133334 2.9447619142857144 4.6997247450821495
3.4 3.1723809485714285 2.9436190514285716 3.4 -8.11346969922616
2.60333331 2.60333332 3.2859047628571427 3.4 -5.690825743522501
3.0585714185714283 3.286190474285714 2.60133334 2.60333335 13.403608117266694
3.1723809457142855 2.60333332 2.60133334 3.2861904785714287 -3.0956967487773417
2.60333331 3.286190474285714 2.60133334 3.4 -5.68694827466192
2.717142837142857 2.944761897142857 2.8295238142857144 2.60333335 11.606208397213898
3.0585714185714283 3.1723809485714285 3.0577142885714284 3.2861904785714287 -4.275118487406257
3.1723809457142855 2.944761897142857 3.1718095257142855 2.60333335 15.189971998235103
3.2861904728571427 2.60333332 3.4 3.172380957142857 -0.895403053549687
2.717142837142857 2.7171428457142857 3.1718095257142855 2.9447619142857144 4.579489509164631
2.9447618914285716 2.7171428457142857 2.60133334 3.4 -5.318870608879224
2.9447618914285716 3.286190474285714 2.60133334 2.7171428714285715 10.366825243356775
2.717142837142857 2.7171428457142857 3.4 3.4 -6.414526749708076
2.717142837142857 2.60333332 3.2859047628571427 2.60333335 11.915480894854793
3.2861904728571427 3.1723809485714285 2.9436190514285716 3.172380957142857 -0.9446628037824435
3.4 2.944761897142857 2.7154285771428572 3.4 -6.947495108256287
3.2861904728571427 2.60333332 3.2859047628571427 2.60333335 14.410924321283451
3.4 2.944761897142857 3.2859047628571427 2.9447619142857144 6.433822915707741
3.2861904728571427 2.7171428457142857 3.0577142885714284 3.0585714357142857 2.2640822166713024
2.60333331 3.286190474285714 3.0577142885714284 3.4 -6.684673098373614
3.4 2.8309523714285714 2.9436190514285716 2.7171428714285715 11.66809452333902
3.2861904728571427 3.286190474285714 2.60133334 3.0585714357142857 2.3295474430615295
2.8309523642857144 2.7171428457142857 2.8295238142857144 2.9447619142857144 4.256409610691351
2.8309523642857144 3.058571422857143 2.8295238142857144 2.60333335 12.559689358504723
3.1723809457142855 3.1723809485714285 3.0577142885714284 3.2861904785714287 -4.434195764653112
3.1723809457142855 3.286190474285714 3.0577142885714284 2.7171428714285715 13.127493793875413
2.8309523642857144 3.286190474285714 3.0577142885714284 3.2861904785714287 -4.098920462022367
3.4 3.058571422857143 2.8295238142857144 2.830952392857143 8.994174739775437
2.9447618914285716 3.4 3.0577142885714284 3.0585714357142857 2.5387275256950934
2.9447618914285716 3.286190474285714 2.9436190514285716 2.9447619142857144 5.570697177955734
2.60333331 2.7171428457142857 2.7154285771428572 3.0585714357142857 1.5928347360415225
3.2861904728571427 3.058571422857143 3.4 2.60333335 17.5188111965505
3.1723809457142855 3.4 3.2859047628571427 3.0585714357142857 2.939065802039593
2.717142837142857 3.058571422857143 3.1718095257142855 3.4 -6.735951605261259
3.2861904728571427 3.058571422857143 2.7154285771428572 2.9447619142857144 5.337461705673884
3.0585714185714283 3.286190474285714 2.60133334 2.7171428714285715 10.767483606382077
2.717142837142857 3.058571422857143 3.4 2.7171428714285715 11.63635244281668
3.1723809457142855 3.286190474285714 3.2859047628571427 3.0585714357142857 2.840685306459239
3.2861904728571427 2.944761897142857 2.60133334 2.60333335 12.90485950765819
2.717142837142857 2.7171428457142857 2.9436190514285716 2.60333335 11.140916048591682
2.9447618914285716 2.8309523714285714 3.1718095257142855 2.7171428714285715 10.889218187440793
3.4 2.60333332 2.60133334 2.9447619142857144 4.502873333139238
3.1723809457142855 3.058571422857143 2.60133334 2.830952392857143 7.715256873717513
3.0585714185714283 2.60333332 3.1718095257142855 3.172380957142857 -0.7774503201929187
3.4 2.7171428457142857 2.9436190514285716 3.0585714357142857 2.255085854247599
3.2861904728571427 2.60333332 3.4 3.2861904785714287 -4.191299740755803
3.4 3.1723809485714285 3.1718095257142855 3.4 -8.742428972291972
2.60333331 3.058571422857143 3.2859047628571427 3.2861904785714287 -3.770080885642309
3.4 3.058571422857143 3.1718095257142855 3.172380957142857 -1.0153640611643988
2.8309523642857144 2.60333332 2.9436190514285716 3.2861904785714287 -3.12601629807315
2.8309523642857144 3.1723809485714285 2.9436190514285716 2.9447619142857144 5.169928407343805
3.1723809457142855 2.8309523714285714 2.9436190514285716 2.60333335 13.552326528738053
2.60333331 3.286190474285714 3.4 2.9447619142857144 5.688351880900242
2.60333331 3.058571422857143 2.9436190514285716 2.7171428714285715 9.652434441585049
2.8309523642857144 3.1723809485714285 2.8295238142857144 3.172380957142857 -0.7822550817455279
2.60333331 3.058571422857143 2.8295238142857144 2.9447619142857144 4.406023249018245
3.0585714185714283 3.4 2.8295238142857144 3.0585714357142857 2.440062689223687
3.0585714185714283 2.7171428457142857 2.9436190514285716 2.830952392857143 7.477615424786951
3.1723809457142855 3.1723809485714285 2.9436190514285716 3.4 -7.570299022780966
2.8309523642857144 3.4 2.9436190514285716 2.60333335 14.524709002460009
2.9447618914285716 3.4 2.9436190514285716 3.172380957142857 -0.907251826517871
2.9447618914285716 2.7171428457142857 2.8295238142857144 3.172380957142857 -0.696936409041181
3.1723809457142855 3.4 3.0577142885714284 2.7171428714285715 13.582133856339514
2.8309523642857144 2.8309523714285714 2.60133334 2.60333335 10.687484256265657
3.4 2.944761897142857 2.8295238142857144 3.0585714357142857 2.349267893578219
3.4 3.286190474285714 2.7154285771428572 2.9447619142857144 5.933282993348571
2.9447618914285716 3.058571422857143 2.7154285771428572 2.7171428714285715 10.071961307148266
2.60333331 2.60333332 3.0577142885714284 2.60333335 10.623578010453894
3.2861904728571427 2.944761897142857 2.8295238142857144 2.9447619142857144 5.3547758984930125
2.717142837142857 3.058571422857143 3.4 2.9447619142857144 5.525798474025182
3.0585714185714283 3.058571422857143 3.2859047628571427 3.4 -7.855122958876894
3.2861904728571427 3.1723809485714285 3.2859047628571427 2.830952392857143 10.470886717766653
2.60333331 3.286190474285714 3.1718095257142855 3.0585714357142857 2.250192612857458
2.8309523642857144 3.1723809485714285 3.4 3.0585714357142857 2.5321352531636276
2.60333331 3.058571422857143 3.0577142885714284 2.830952392857143 7.442103888447547
3.1723809457142855 2.944761897142857 2.8295238142857144 3.2861904785714287 -3.8088701355676178
3.1723809457142855 2.8309523714285714 3.0577142885714284 3.0585714357142857 2.277219457869448
3.0585714185714283 2.60333332 3.4 2.7171428714285715 11.14895528534481
3.1723809457142855 2.8309523714285714 2.9436190514285716 3.172380957142857 -0.8137980510407183
3.0585714185714283 3.1723809485714285 2.9436190514285716 3.172380957142857 -0.8792304267513879
3.4 2.60333332 2.60133334 2.7171428714285715 9.482253353260832
2.717142837142857 3.058571422857143 3.0577142885714284 3.0585714357142857 2.1072598202270916
3.0585714185714283 3.286190474285714 3.4 2.60333335 17.518811179618666
2.9447618914285716 2.60333332 3.1718095257142855 3.2861904785714287 -3.503760034170699
3.2861904728571427 3.4 2.9436190514285716 2.7171428714285715 13.544410512157127
3.0585714185714283 2.60333332 2.9436190514285716 2.60333335 12.01556962404963
3.0585714185714283 3.286190474285714 2.7154285771428572 2.60333335 13.991494269031262
2.60333331 2.944761897142857 2.8295238142857144 2.60333335 11.120073818069974
3.2861904728571427 2.7171428457142857 3.4 3.2861904785714287 -4.374530152304421
2.9447618914285716 2.8309523714285714 3.1718095257142855 2.830952392857143 8.082398695695492
2.8309523642857144 3.058571422857143 2.9436190514285716 2.9447619142857144 4.984456640379131
2.8309523642857144 3.058571422857143 3.2859047628571427 2.7171428714285715 11.716907836665891
3.1723809457142855 2.7171428457142857 3.0577142885714284 3.172380957142857 -0.8113567452873923
2.60333331 3.1723809485714285 3.4 2.830952392857143 8.58310547109731
2.9447618914285716 3.4 3.0577142885714284 2.9447619142857144 5.987024470002343
2.60333331 2.8309523714285714 2.9436190514285716 2.60333335 11.121370252813888
2.60333331 3.4 3.0577142885714284 2.9447619142857144 5.292862650766295
2.60333331 2.8309523714285714 2.8295238142857144 3.2861904785714287 -3.004851304822145
3.0585714185714283 2.944761897142857 3.0577142885714284 2.60333335 14.118224061964355
2.8309523642857144 3.4 2.7154285771428572 3.2861904785714287 -3.766146044746436
3.2861904728571427 3.1723809485714285 3.4 3.172380957142857 -1.091124047217169
2.8309523642857144 2.60333332 3.4 2.830952392857143 7.659345839469274
2.9447618914285716 3.4 2.8295238142857144 2.830952392857143 8.659501236625943
2.60333331 2.7171428457142857 3.0577142885714284 3.172380957142857 -0.6658191678251519
2.9447618914285716 2.8309523714285714 3.4 3.4 -7.24306574645221
2.8309523642857144 3.1723809485714285 3.0577142885714284 2.60333335 14.077617272847231
3.1723809457142855 3.058571422857143 3.0577142885714284 2.7171428714285715 12.218213668947213
2.9447618914285716 3.4 3.1718095257142855 2.830952392857143 9.707035640270231
2.717142837142857 3.058571422857143 3.4 2.60333335 14.485195776427107
2.60333331 3.058571422857143 2.9436190514285716 2.830952392857143 7.164409987755829
3.0585714185714283 2.7171428457142857 2.60133334 2.7171428714285715 8.902950476048156
3.4 2.8309523714285714 2.60133334 2.60333335 12.835767542302548
3.4 3.1723809485714285 3.1718095257142855 2.7171428714285715 14.088936217775384
3.2861904728571427 2.8309523714285714 3.1718095257142855 2.60333335 15.126789049808028
3.2861904728571427 2.944761897142857 2.60133334 2.830952392857143 7.694658469440492
2.60333331 2.944761897142857 3.1718095257142855 2.60333335 12.46526213517808
2.8309523642857144 2.8309523714285714 2.9436190514285716 2.9447619142857144 4.613513106449784
3.2861904728571427 3.286190474285714 3.0577142885714284 2.9447619142857144 6.457544335477507
2.60333331 3.4 3.4 3.172380957142857 -0.9264132421782346
3.1723809457142855 2.8309523714285714 3.2859047628571427 2.830952392857143 9.02034796910357
2.8309523642857144 2.60333332 3.4 3.2861904785714287 -3.610676255234386
